"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","sexo_pil","edad_fall","g_edad","edad_m1","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
"1",864,25,12,5,999,1,1,1,22,5,1,4,1,9999,1
"2",656,25,8,2,0,16,2,1,43,7,1,3,1,1986,4
"3",116,19,2,4,0,14,2,2,1,1,2,3,5,1987,3
"4",170,7,3,6,0,5,2,1,28,6,1,4,1,1988,2
"5",291,19,4,7,0,19,1,1,17,4,2,4,5,1991,1
"6",392,4,6,4,0,17,1,2,34,6,1,3,3,1994,1
"7",217,23,3,1,0,22,2,1,20,5,1,1,6,1998,2
"8",458,30,6,2,0,14,2,1,24,5,1,9,14,2004,3
"9",829,9,12,3,0,19,2,1,19,4,1,4,4,2005,4
"10",692,16,9,3,0,5,2,1,43,7,1,4,1,2006,2
"11",772,3,11,2,0,22,2,1,21,5,1,1,5,2006,2
"12",169,7,3,6,0,9,1,1,19,4,1,4,1,2008,1
"13",56,26,1,1,0,21,2,1,28,6,1,3,1,9999,4
"14",104,15,2,7,0,11,2,1,30,6,1,4,1,9999,4
"15",187,10,3,2,0,14,2,1,30,6,1,4,1,9999,1
"16",456,30,6,2,0,1,1,1,21,5,1,4,1,9999,2
"17",469,5,7,7,0,18,2,2,32,6,1,4,1,9999,1
"18",781,8,11,7,0,21,2,1,46,8,1,3,1,9999,2
"19",246,6,4,1,0,20,2,1,13,3,2,3,2,9999,4
"20",809,4,12,5,0,5,2,1,40,7,1,4,3,9999,4
"21",84,7,2,6,0,7,2,1,35,7,1,9,4,9999,2
"22",431,20,6,6,0,5,2,1,38,7,1,1,4,9999,1
"23",847,20,12,7,0,13,2,1,73,10,1,2,4,9999,3
"24",207,19,3,4,0,5,2,1,33,6,1,1,6,9999,2
"25",320,28,4,2,0,3,1,1,38,7,1,1,6,9999,2
"26",711,26,9,6,0,20,2,2,21,5,1,1,6,9999,3
"27",50,25,1,7,0,1,2,1,18,4,1,1,11,9999,2
"28",399,6,6,6,0,3,2,1,20,5,1,4,99,9999,1
"29",446,25,6,5,0,1,1,1,32,6,1,4,99,9999,1
"30",660,27,8,4,0,1,1,1,19,4,1,3,99,9999,1
"31",710,26,9,6,0,1,1,1,25,6,1,1,99,9999,2
"32",88,8,2,7,1,2,2,1,22,5,1,1,4,1997,1
"33",13,3,1,6,1,1,1,1,28,6,1,1,14,2002,2
"34",683,8,9,2,1,13,2,1,35,7,1,3,5,2005,4
"35",239,2,4,4,1,9,2,1,23,5,1,4,3,2007,2
"36",361,19,5,2,1,19,2,1,31,6,1,4,1,2008,2
"37",433,20,6,6,1,18,2,1,36,7,1,4,1,2009,4
"38",241,4,4,6,1,1,2,1,35,7,1,3,1,9999,1
"39",323,1,5,5,1,5,2,1,24,5,1,4,1,9999,1
"40",324,1,5,5,1,5,2,2,999,11,1,4,1,9999,1
"41",352,16,5,6,1,1,1,1,32,6,1,1,1,9999,2
"42",734,10,10,6,1,1,1,1,26,6,1,3,1,9999,1
"43",735,10,10,6,1,1,1,1,22,5,1,3,1,9999,1
"44",880,29,12,2,1,5,2,1,48,8,1,3,1,9999,3
"45",100,14,2,6,1,1,2,1,22,5,1,1,2,9999,1
"46",101,14,2,6,1,1,2,1,22,5,1,1,2,9999,1
"47",190,13,3,5,1,1,1,1,27,6,1,1,3,9999,3
"48",803,30,11,1,1,1,2,1,24,5,1,8,3,9999,4
"49",453,28,6,7,1,1,1,1,30,6,1,4,5,9999,2
"50",454,28,6,7,1,1,1,1,19,4,1,4,5,9999,2
"51",527,2,8,7,1,17,2,1,23,5,1,4,5,9999,2
"52",580,2,8,7,1,17,2,1,23,5,1,4,5,9999,2
"53",604,2,8,7,1,17,2,1,23,5,1,4,5,9999,2
"54",780,8,11,7,1,1,1,1,41,7,1,4,5,9999,1
"55",449,27,6,6,1,1,2,1,32,6,1,8,6,9999,3
"56",790,20,11,5,1,18,2,1,34,6,1,4,7,9999,2
"57",468,5,7,7,1,1,2,1,22,5,1,4,9,9999,1
"58",121,21,2,6,1,1,1,1,24,5,1,4,99,9999,2
"59",182,8,3,7,1,2,2,1,31,6,1,4,99,9999,2
"60",189,12,3,4,1,2,2,1,58,9,1,1,99,9999,3
"61",488,17,7,5,2,1,1,1,30,6,1,1,11,1990,3
"62",164,4,3,3,2,22,2,1,22,5,1,3,5,1993,1
"63",31,14,1,3,2,10,2,1,54,8,1,2,6,2000,3
"64",848,20,12,7,2,18,2,1,36,7,1,1,99,2004,2
"65",697,19,9,6,2,4,2,1,30,6,1,4,99,2007,1
"66",83,7,2,6,2,10,2,2,19,4,1,1,4,2009,2
"67",24,13,1,2,2,8,2,2,13,3,2,5,2,9999,3
"68",25,13,1,2,2,8,2,2,18,4,1,5,2,9999,3
"69",26,13,1,2,2,8,2,2,40,7,1,5,2,9999,3
"70",223,26,3,4,2,1,2,1,999,11,1,5,2,9999,1
"71",269,12,4,7,2,5,2,1,43,7,1,3,2,9999,1
"72",422,16,6,2,2,1,1,1,28,6,1,1,2,9999,1
"73",724,3,10,6,2,15,2,1,40,7,1,5,2,9999,3
"74",741,15,10,4,2,14,2,1,20,5,1,5,2,9999,4
"75",148,1,3,7,2,1,1,1,26,6,1,1,4,9999,2
"76",237,31,3,2,2,13,2,1,40,7,1,3,4,9999,2
"77",197,14,3,6,2,1,2,1,20,5,1,4,5,9999,1
"78",308,25,4,6,2,1,1,1,24,5,1,4,5,9999,1
"79",69,1,2,7,2,5,2,1,39,7,1,4,99,9999,4
"80",243,5,4,7,2,9,2,1,22,5,1,6,99,9999,2
"81",285,18,4,6,2,5,2,1,44,7,1,4,99,9999,2
"82",679,6,9,7,2,18,2,1,20,5,1,4,99,9999,2
"83",769,31,10,6,3,2,2,1,32,6,1,1,1,1985,1
"84",242,4,4,6,3,17,2,1,32,6,1,1,11,1985,1
"85",512,29,7,3,3,1,1,1,19,4,1,1,3,1988,3
"86",438,21,6,7,3,10,2,1,25,6,1,1,9,1995,3
"87",277,14,4,2,3,2,2,1,30,6,1,1,6,1999,1
"88",752,21,10,3,3,1,1,1,26,6,1,1,99,2005,2
"89",299,21,4,2,3,5,2,1,22,5,1,4,1,9999,4
"90",475,11,7,6,3,1,1,1,26,6,1,4,1,9999,2
"91",240,3,4,5,3,1,1,1,30,6,1,3,2,9999,1
"92",844,20,12,7,3,1,2,1,26,6,1,3,2,9999,1
"93",490,18,7,6,3,1,1,1,30,6,1,4,3,9999,1
"94",258,10,4,5,3,6,2,1,19,4,1,1,5,9999,2
"95",540,4,8,2,3,12,2,1,26,6,1,4,5,9999,2
"96",593,4,8,2,3,12,2,1,26,6,1,4,5,9999,2
"97",617,4,8,2,3,12,2,1,26,6,1,4,5,9999,2
"98",23,13,1,3,3,1,2,1,50,8,1,1,6,9999,1
"99",863,24,12,4,3,21,1,1,23,5,1,4,7,9999,2
"100",351,16,5,6,3,1,1,1,27,6,1,1,11,9999,1
"101",410,11,6,4,3,13,2,2,19,4,1,7,99,9999,2
"102",411,11,6,4,3,13,2,1,42,7,1,7,99,9999,2
"103",412,11,6,4,3,13,2,1,8,2,2,7,99,9999,2
"104",413,11,6,4,3,13,2,1,1,1,2,7,99,9999,2
"105",384,31,5,7,4,11,2,1,50,8,1,3,9,1986,1
"106",385,31,5,7,4,11,2,2,49,8,1,3,9,1986,1
"107",230,30,3,1,4,10,2,1,29,6,1,7,1,1992,1
"108",231,30,3,1,4,10,2,1,29,6,1,7,1,1992,1
"109",232,30,3,1,4,10,2,1,29,6,1,7,1,1992,1
"110",801,28,11,6,4,2,2,1,40,7,1,1,6,1994,2
"111",381,30,5,6,4,1,1,1,25,6,1,1,5,2004,1
"112",820,7,12,1,4,18,2,1,45,8,1,2,4,2006,2
"113",821,7,12,1,4,18,2,2,32,6,1,2,4,2006,2
"114",822,7,12,1,4,18,2,2,40,7,1,2,4,2006,2
"115",823,7,12,1,4,18,2,2,9,2,2,2,4,2006,2
"116",99,14,2,6,4,1,1,1,30,6,1,4,1,9999,2
"117",762,25,10,7,4,2,2,1,16,4,2,3,1,9999,2
"118",816,5,12,6,4,18,2,1,37,7,1,3,1,9999,1
"119",866,25,12,5,4,17,2,1,24,5,1,4,1,9999,1
"120",373,26,5,2,4,1,1,1,30,6,1,4,4,9999,2
"121",774,5,11,4,4,1,1,1,26,6,1,12,4,9999,1
"122",861,24,12,4,4,1,1,1,20,5,1,3,6,9999,2
"123",862,24,12,4,4,1,1,1,19,4,1,3,6,9999,2
"124",166,5,3,4,4,21,2,1,17,4,2,4,14,9999,4
"125",96,12,2,4,4,1,2,1,30,6,1,4,99,9999,2
"126",255,9,4,4,4,15,2,1,22,5,1,99,99,9999,4
"127",280,16,4,4,4,12,2,1,27,6,1,3,99,9999,4
"128",804,1,12,2,5,14,2,1,9,2,2,5,2,1994,3
"129",805,1,12,2,5,14,2,1,13,3,2,5,2,1994,3
"130",806,1,12,2,5,14,2,1,13,3,2,5,2,1994,3
"131",842,18,12,5,5,2,2,1,61,9,1,3,2,1999,2
"132",202,16,3,1,5,10,2,1,34,6,1,4,3,2005,1
"133",494,18,7,6,5,14,2,1,24,5,1,3,5,2006,4
"134",219,24,3,2,5,18,2,2,36,7,1,4,1,9999,1
"135",220,24,3,2,5,18,2,2,8,2,2,4,1,9999,1
"136",749,20,10,2,5,5,2,1,26,6,1,5,1,9999,3
"137",868,28,12,1,5,22,2,1,23,5,1,5,2,9999,1
"138",869,28,12,1,5,22,2,1,23,5,1,5,2,9999,1
"139",870,28,12,1,5,22,2,1,10,3,2,5,2,9999,1
"140",871,28,12,1,5,22,2,1,19,4,1,5,2,9999,1
"141",872,28,12,1,5,22,2,2,17,4,2,5,2,9999,1
"142",873,28,12,1,5,22,2,1,38,7,1,5,2,9999,1
"143",48,23,1,5,5,17,2,1,37,7,1,3,3,9999,2
"144",172,8,3,7,5,3,2,1,39,7,1,2,3,9999,2
"145",563,16,8,7,5,18,2,1,20,5,1,4,5,9999,4
"146",640,16,8,7,5,18,2,1,20,5,1,4,5,9999,4
"147",406,11,6,4,5,5,2,1,39,7,1,1,6,9999,3
"148",407,11,6,4,5,5,2,1,39,7,1,1,6,9999,3
"149",814,5,12,6,5,9,2,2,80,10,1,3,9,9999,4
"150",815,5,12,6,5,9,2,1,60,9,1,3,9,9999,4
"151",30,14,1,3,5,1,1,1,30,6,1,4,99,9999,2
"152",103,15,2,7,5,1,1,1,32,6,1,1,99,9999,1
"153",301,21,4,2,5,2,2,1,34,6,1,7,99,9999,3
"154",132,22,2,7,6,10,1,1,35,7,1,3,11,1987,1
"155",834,13,12,7,6,10,2,1,1,1,2,3,4,1989,2
"156",717,28,9,1,6,22,2,1,29,6,1,3,5,1991,3
"157",543,6,8,4,6,4,2,1,1,1,2,3,2,1994,2
"158",596,6,8,4,6,4,2,1,1,1,2,3,2,1994,2
"159",620,6,8,4,6,4,2,1,1,1,2,3,2,1994,2
"160",550,10,8,1,6,5,2,1,60,9,1,1,9,1997,1
"161",551,10,8,1,6,5,2,1,19,4,1,1,9,1997,1
"162",627,10,8,1,6,5,2,1,60,9,1,1,9,1997,1
"163",628,10,8,1,6,5,2,1,19,4,1,1,9,1997,1
"164",824,8,12,2,6,15,2,1,34,6,1,4,2,2004,1
"165",46,21,1,3,6,4,2,1,40,7,1,9,1,2006,1
"166",47,21,1,3,6,4,2,1,30,6,1,9,1,2006,1
"167",261,11,4,6,6,22,2,1,7,2,2,7,1,9999,3
"168",262,11,4,6,6,22,2,1,14,3,2,7,1,9999,3
"169",461,2,7,4,6,1,1,1,23,5,1,1,1,9999,1
"170",568,19,8,3,6,2,2,1,37,7,1,9,1,9999,1
"171",645,19,8,3,6,2,2,1,37,7,1,9,1,9999,1
"172",61,30,1,5,6,2,2,1,25,6,1,5,2,9999,1
"173",62,30,1,5,6,2,2,2,30,6,1,5,2,9999,1
"174",63,30,1,5,6,2,2,1,19,4,1,5,2,9999,1
"175",210,21,3,6,6,10,2,1,35,7,1,5,2,9999,1
"176",682,7,9,2,6,1,1,1,36,7,1,1,2,9999,2
"177",686,12,9,6,6,19,2,1,39,7,1,5,2,9999,1
"178",698,19,9,6,6,6,2,1,71,10,1,11,2,9999,4
"179",830,11,12,5,6,10,2,1,40,7,1,6,3,9999,3
"180",312,26,4,7,6,1,2,1,28,6,1,2,5,9999,3
"181",313,26,4,7,6,1,2,1,65,10,1,2,5,9999,3
"182",493,18,7,6,6,12,2,1,23,5,1,4,5,9999,4
"183",713,27,9,7,6,1,1,1,26,6,1,1,5,9999,2
"184",145,28,2,6,6,12,2,1,34,6,1,3,9,9999,3
"185",146,28,2,6,6,12,2,1,28,6,1,3,9,9999,3
"186",147,28,2,6,6,12,2,1,12,3,2,3,9,9999,3
"187",288,19,4,7,6,1,1,1,35,7,1,1,9,9999,1
"188",19,10,1,6,6,5,2,1,34,6,1,4,99,9999,1
"189",364,19,5,2,6,12,2,1,36,7,1,3,99,9999,2
"190",43,18,1,7,7,6,2,2,18,4,1,3,3,1966,1
"191",382,30,5,6,7,16,2,2,30,6,1,3,2,1982,2
"192",839,16,12,3,7,10,2,1,34,6,1,3,99,1984,1
"193",457,30,6,2,7,1,1,2,56,9,1,1,2,1992,1
"194",113,18,2,3,7,9,2,2,19,4,1,3,6,1992,3
"195",114,18,2,3,7,9,2,1,9,2,2,3,6,1992,3
"196",476,11,7,6,7,22,2,1,18,4,1,5,2,1999,1
"197",477,11,7,6,7,22,2,1,70,10,1,5,2,1999,1
"198",478,11,7,6,7,22,2,1,25,6,1,5,2,1999,1
"199",479,11,7,6,7,22,2,1,38,7,1,5,2,1999,1
"200",480,11,7,6,7,22,2,1,22,5,1,5,2,1999,1
"201",481,11,7,6,7,22,2,1,50,8,1,5,2,1999,1
"202",737,10,10,6,7,2,2,1,43,7,1,5,2,2002,1
"203",195,14,3,6,7,18,2,1,34,6,1,3,2,9999,1
"204",196,14,3,6,7,18,2,1,22,5,1,3,2,9999,1
"205",663,28,8,5,7,6,2,1,65,10,1,4,3,9999,1
"206",350,15,5,5,7,9,2,9,999,11,99,3,4,9999,1
"207",764,28,10,3,7,1,1,2,23,5,1,1,5,9999,2
"208",57,26,1,1,7,8,2,1,20,5,1,3,6,9999,1
"209",249,7,4,2,7,18,2,2,71,10,1,1,6,9999,1
"210",253,9,4,4,7,12,2,1,38,7,1,2,6,9999,4
"211",254,9,4,4,7,12,2,1,56,9,1,2,6,9999,4
"212",38,17,1,6,7,1,1,1,25,6,1,4,7,9999,1
"213",28,13,1,2,7,17,2,1,61,9,1,4,99,9999,1
"214",526,2,8,7,7,19,2,1,30,6,1,4,99,9999,2
"215",579,2,8,7,7,19,2,1,30,6,1,4,99,9999,2
"216",603,2,8,7,7,19,2,1,30,6,1,4,99,9999,2
"217",840,16,12,3,7,15,2,1,21,5,1,3,99,9999,4
"218",567,18,8,2,8,7,2,1,55,9,1,3,7,1982,1
"219",644,18,8,2,8,7,2,1,55,9,1,3,7,1982,1
"220",517,31,7,5,8,4,2,1,43,7,1,5,9,1983,4
"221",5,1,1,4,8,5,2,1,12,3,2,1,14,1983,3
"222",6,1,1,4,8,5,2,2,25,6,1,1,14,1983,3
"223",731,9,10,5,8,1,1,1,47,8,1,1,9,1990,1
"224",295,20,4,1,8,5,2,2,9,2,2,2,9,1994,3
"225",566,17,8,1,8,4,2,1,62,9,1,9,4,1997,1
"226",643,17,8,1,8,4,2,1,62,9,1,9,4,1997,1
"227",53,25,1,7,8,5,2,1,23,5,1,1,2,1999,3
"228",514,30,7,4,8,5,1,1,16,4,2,4,1,2001,1
"229",98,13,2,5,8,9,2,1,51,8,1,4,1,2008,2
"230",160,3,3,2,8,5,2,1,28,6,1,4,2,2008,1
"231",745,18,10,7,8,12,2,1,33,6,1,1,99,2008,2
"232",140,27,2,5,8,9,2,2,25,6,1,3,1,9999,3
"233",141,27,2,5,8,9,2,2,53,8,1,3,1,9999,3
"234",142,27,2,5,8,9,2,2,1,1,2,3,1,9999,3
"235",143,27,2,5,8,9,2,2,1,1,2,3,1,9999,3
"236",229,29,3,7,8,5,2,1,20,5,1,4,1,9999,1
"237",557,15,8,6,8,11,2,1,48,8,1,4,1,9999,1
"238",634,15,8,6,8,11,2,1,48,8,1,4,1,9999,1
"239",748,19,10,1,8,12,1,1,24,5,1,4,1,9999,1
"240",70,2,2,1,8,19,2,1,19,4,1,7,2,9999,1
"241",71,2,2,1,8,19,2,1,65,10,1,7,2,9999,1
"242",72,2,2,1,8,19,2,1,20,5,1,7,2,9999,1
"243",73,2,2,1,8,19,2,1,65,10,1,7,2,9999,1
"244",74,2,2,1,8,19,2,1,20,5,1,7,2,9999,1
"245",75,2,2,1,8,19,2,1,49,8,1,7,2,9999,1
"246",76,2,2,1,8,19,2,1,16,4,2,7,2,9999,1
"247",77,2,2,1,8,19,2,1,20,5,1,7,2,9999,1
"248",78,2,2,1,8,19,2,1,34,6,1,7,2,9999,1
"249",79,2,2,1,8,19,2,1,42,7,1,7,2,9999,1
"250",405,10,6,3,8,3,2,1,55,9,1,1,2,9999,1
"251",510,28,7,2,8,12,2,2,46,8,1,3,2,9999,1
"252",673,2,9,3,8,19,2,1,49,8,1,1,2,9999,1
"253",674,2,9,3,8,19,2,2,25,6,1,1,2,9999,1
"254",535,3,8,1,8,13,2,2,55,9,1,3,4,9999,1
"255",588,3,8,1,8,13,2,2,55,9,1,3,4,9999,1
"256",612,3,8,1,8,13,2,2,55,9,1,3,4,9999,1
"257",664,28,8,5,8,10,1,1,17,4,2,4,4,9999,4
"258",665,28,8,5,8,10,1,1,16,4,2,4,4,9999,4
"259",832,12,12,6,8,4,2,1,11,3,2,4,5,9999,1
"260",524,2,8,7,8,1,1,1,58,9,1,6,7,9999,2
"261",525,2,8,7,8,1,1,1,62,9,1,6,7,9999,2
"262",577,2,8,7,8,1,1,1,58,9,1,6,7,9999,2
"263",578,2,8,7,8,1,1,1,62,9,1,6,7,9999,2
"264",601,2,8,7,8,1,1,1,58,9,1,6,7,9999,2
"265",602,2,8,7,8,1,1,1,62,9,1,6,7,9999,2
"266",174,8,3,7,8,22,1,2,11,3,2,7,9,9999,4
"267",175,8,3,7,8,22,1,1,25,6,1,7,9,9999,4
"268",330,3,5,7,8,1,2,1,34,6,1,3,9,9999,3
"269",445,25,6,5,8,1,1,1,58,9,1,4,9,9999,1
"270",274,13,4,1,8,2,2,1,34,6,1,1,99,9999,4
"271",275,13,4,1,8,2,2,1,34,6,1,1,99,9999,4
"272",332,3,5,7,8,1,2,1,30,6,1,3,99,9999,2
"273",355,17,5,7,8,14,2,1,42,7,1,5,99,9999,2
"274",356,17,5,7,8,14,2,2,6,2,2,5,99,9999,2
"275",357,17,5,7,8,14,2,1,52,8,1,5,99,9999,2
"276",434,20,6,6,8,17,2,1,34,6,1,9,99,9999,1
"277",715,28,9,1,9,13,2,1,45,8,1,3,9,1984,4
"278",272,13,4,1,9,21,2,1,34,6,1,1,99,1989,4
"279",273,13,4,1,9,21,2,1,34,6,1,1,99,1989,4
"280",667,30,8,7,9,21,2,1,33,6,1,3,1,1995,4
"281",472,9,7,4,9,10,2,1,61,9,1,4,1,2007,1
"282",124,22,2,7,9,9,2,1,33,6,1,4,3,2007,4
"283",185,9,3,1,9,22,2,1,24,5,1,4,1,9999,4
"284",448,27,6,6,9,1,1,2,58,9,1,14,1,9999,4
"285",800,28,11,6,9,5,2,1,21,5,1,4,1,9999,1
"286",21,12,1,1,9,19,2,1,40,7,1,3,2,9999,1
"287",178,8,3,7,9,15,2,1,37,7,1,3,2,9999,2
"288",496,20,7,1,9,22,2,1,28,6,1,5,2,9999,1
"289",554,13,8,4,9,14,2,2,55,9,1,3,2,9999,1
"290",631,13,8,4,9,14,2,2,55,9,1,3,2,9999,1
"291",389,3,6,3,9,5,2,1,18,4,1,4,3,9999,1
"292",390,3,6,3,9,5,2,1,18,4,1,4,3,9999,1
"293",776,6,11,5,9,3,2,1,42,7,1,1,3,9999,3
"294",408,11,6,4,9,6,2,1,32,6,1,4,5,9999,4
"295",463,3,7,5,9,1,2,1,48,8,1,3,5,9999,4
"296",761,25,10,7,9,5,2,1,19,4,1,4,5,9999,4
"297",835,13,12,7,9,12,2,1,55,9,1,3,5,9999,1
"298",354,17,5,7,9,1,2,1,26,6,1,1,6,9999,1
"299",58,28,1,3,9,1,1,1,26,6,1,12,99,9999,3
