"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","sexo_pil","edad_fall","g_edad","edad_m1","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
"594",622,8,8,6,17,1,2,1,26,6,1,6,2,9999,2
"595",799,25,11,3,17,7,2,1,12,3,2,3,2,9999,1
"596",811,4,12,5,17,9,2,2,18,4,1,3,2,9999,1
"597",812,4,12,5,17,9,2,2,50,8,1,3,2,9999,1
"598",302,21,4,2,17,1,2,1,27,6,1,4,3,9999,1
"599",306,24,4,5,17,5,2,2,39,7,1,1,4,9999,1
"600",307,24,4,5,17,5,2,2,11,3,2,1,4,9999,1
"601",571,20,8,4,17,11,2,1,25,6,1,1,4,9999,1
"602",648,20,8,4,17,11,2,1,25,6,1,1,4,9999,1
"603",39,17,1,6,17,5,2,1,29,6,1,4,5,9999,2
"604",186,9,3,1,17,1,1,1,21,5,1,4,5,9999,2
"605",432,20,6,6,17,10,2,1,34,6,1,4,5,9999,1
"606",768,30,10,5,17,1,1,1,23,5,1,4,5,9999,1
"607",327,2,5,6,17,5,2,1,59,9,1,1,6,9999,1
"608",328,2,5,6,17,5,2,2,14,3,2,1,6,9999,1
"609",359,18,5,1,17,11,2,1,35,7,1,2,6,9999,2
"610",505,26,7,7,17,6,2,1,32,6,1,2,6,9999,1
"611",506,26,7,7,17,6,2,1,46,8,1,2,6,9999,1
"612",200,15,3,7,17,1,1,1,28,6,1,1,9,9999,2
"613",201,15,3,7,17,1,1,2,39,7,1,1,9,9999,2
"614",549,10,8,1,17,19,2,1,31,6,1,3,9,9999,1
"615",626,10,8,1,17,19,2,1,31,6,1,3,9,9999,1
"616",797,24,11,2,17,15,2,1,38,7,1,3,9,9999,4
"617",11,2,1,5,17,18,2,1,21,5,1,4,99,9999,1
"618",156,2,3,1,17,10,1,1,43,7,1,3,99,9999,1
"619",157,2,3,1,17,10,1,2,23,5,1,3,99,9999,1
"620",221,24,3,2,17,3,2,1,19,4,1,99,99,9999,3
"621",222,24,3,2,17,3,2,2,18,4,1,99,99,9999,3
"622",343,8,5,5,17,18,2,9,999,11,99,1,99,9999,1
"623",344,8,5,5,17,18,2,9,999,11,99,1,99,9999,1
"624",345,8,5,5,17,18,2,9,999,11,99,1,99,9999,1
"625",773,3,11,2,18,8,2,1,42,7,1,3,1,1984,3
"626",572,20,8,4,18,7,2,1,70,10,1,5,2,1999,1
"627",649,20,8,4,18,7,2,1,70,10,1,5,2,1999,1
"628",365,20,5,3,18,13,2,1,63,9,1,2,4,2004,1
"629",16,3,1,6,18,10,2,1,40,7,1,4,3,2008,1
"630",137,26,2,4,18,21,2,1,15,4,2,1,1,9999,4
"631",276,14,4,2,18,13,2,1,34,6,1,3,1,9999,3
"632",331,3,5,7,18,4,2,1,20,5,1,4,1,9999,2
"633",471,7,7,2,18,20,2,2,38,7,1,4,1,9999,1
"634",17,3,1,6,18,17,2,1,58,9,1,2,2,9999,1
"635",126,22,2,7,18,5,2,1,24,5,1,1,2,9999,3
"636",158,2,3,1,18,10,1,1,20,5,1,9,2,9999,1
"637",436,20,6,6,18,13,2,2,45,8,1,3,2,9999,1
"638",786,16,11,1,18,12,2,2,28,6,1,1,2,9999,2
"639",89,9,2,1,18,11,2,1,33,6,1,4,3,9999,2
"640",450,27,6,6,18,1,1,1,35,7,1,4,3,9999,2
"641",696,18,9,5,18,18,2,1,39,7,1,1,3,9999,1
"642",739,13,10,2,18,20,2,1,21,5,1,5,3,9999,1
"643",784,11,11,3,18,3,2,1,28,6,1,4,3,9999,1
"644",788,18,11,3,18,19,2,1,50,8,1,4,3,9999,1
"645",487,16,7,4,18,18,2,1,37,7,1,1,4,9999,1
"646",681,7,9,1,18,10,2,1,33,6,1,3,4,9999,1
"647",10,1,1,4,18,3,2,1,26,6,1,1,5,9999,1
"648",415,13,6,6,18,11,1,1,36,7,1,4,5,9999,1
"649",483,11,7,6,18,12,2,2,20,5,1,4,5,9999,1
"650",865,25,12,5,18,1,1,1,22,5,1,4,5,9999,2
"651",224,26,3,4,18,22,2,1,56,9,1,3,9,9999,3
"652",144,28,2,6,18,1,2,1,38,7,1,4,99,9999,1
"653",375,27,5,3,18,14,2,1,8,2,2,3,99,9999,3
"654",474,10,7,5,18,17,2,1,59,9,1,6,99,9999,4
"655",537,3,8,1,18,16,2,1,33,6,1,3,99,9999,1
"656",590,3,8,1,18,16,2,1,33,6,1,3,99,9999,1
"657",614,3,8,1,18,16,2,1,33,6,1,3,99,9999,1
"658",770,1,11,7,18,19,2,1,20,5,1,99,99,9999,1
"659",819,6,12,7,18,4,2,1,35,7,1,99,99,9999,3
"660",831,12,12,6,18,1,1,1,26,6,1,4,99,9999,2
"661",810,4,12,5,19,6,2,1,33,6,1,1,4,1988,3
"662",305,24,4,5,19,5,2,2,42,7,1,3,4,1991,3
"663",42,18,1,7,19,22,2,1,28,6,1,3,3,1993,1
"664",414,13,6,6,19,1,1,1,40,7,1,12,1,1994,1
"665",659,27,8,4,19,19,2,1,54,8,1,3,4,2004,1
"666",317,26,4,7,19,20,2,1,23,5,1,9,6,2004,1
"667",154,1,3,7,19,4,2,1,33,6,1,8,3,2006,1
"668",374,26,5,2,19,9,2,1,26,6,1,4,1,2007,1
"669",51,25,1,7,19,21,2,1,28,6,1,9,99,2007,3
"670",451,27,6,6,19,16,2,1,24,5,1,4,99,2007,1
"671",459,1,7,3,19,1,1,1,24,5,1,4,3,2008,2
"672",314,26,4,7,19,20,2,1,20,5,1,4,5,2008,1
"673",12,2,1,5,19,17,2,1,42,7,1,4,1,9999,1
"674",159,2,3,1,19,9,1,1,22,5,1,3,1,9999,2
"675",251,8,4,3,19,5,2,1,25,6,1,4,1,9999,1
"676",325,2,5,6,19,19,2,1,35,7,1,3,1,9999,1
"677",690,15,9,2,19,11,2,1,28,6,1,4,1,9999,1
"678",693,16,9,3,19,11,2,1,26,6,1,3,1,9999,2
"679",716,28,9,1,19,4,2,1,45,8,1,3,1,9999,1
"680",729,7,10,3,19,9,2,1,17,4,2,7,1,9999,1
"681",119,21,2,6,19,12,2,1,50,8,1,5,2,9999,4
"682",322,29,4,3,19,2,2,1,37,7,1,1,2,9999,1
"683",107,15,2,7,19,13,2,1,47,8,1,4,3,9999,1
"684",383,31,5,7,19,5,2,2,20,5,1,3,3,9999,3
"685",519,31,7,5,19,18,2,1,40,7,1,4,3,9999,2
"686",700,21,9,1,19,15,2,1,55,9,1,3,3,9999,1
"687",701,21,9,1,19,15,2,1,35,7,1,5,3,9999,1
"688",837,15,12,2,19,8,2,1,25,6,1,7,3,9999,3
"689",838,15,12,2,19,8,2,1,70,10,1,7,3,9999,3
"690",875,28,12,1,19,14,2,1,36,7,1,9,3,9999,1
"691",876,28,12,1,19,14,2,1,31,6,1,9,3,9999,1
"692",877,28,12,1,19,14,2,1,36,7,1,9,3,9999,1
"693",878,28,12,1,19,14,2,1,35,7,1,9,3,9999,1
"694",879,28,12,1,19,14,2,1,28,6,1,9,3,9999,1
"695",444,24,6,4,19,5,2,1,54,8,1,3,4,9999,1
"696",466,4,7,6,19,22,2,1,39,7,1,1,4,9999,1
"697",553,12,8,3,19,17,2,1,26,6,1,3,4,9999,1
"698",630,12,8,3,19,17,2,1,26,6,1,3,4,9999,1
"699",82,7,2,6,19,5,2,1,23,5,1,4,5,9999,1
"700",467,4,7,6,19,22,2,1,65,10,1,1,5,9999,1
"701",807,3,12,4,19,22,2,1,43,7,1,3,5,9999,2
"702",264,11,4,6,19,5,2,2,25,6,1,1,6,9999,3
"703",265,11,4,6,19,5,2,2,20,5,1,1,6,9999,3
"704",266,11,4,6,19,5,2,1,30,6,1,1,6,9999,3
"705",267,11,4,6,19,5,2,1,32,6,1,1,6,9999,3
"706",294,19,4,7,19,6,2,2,20,5,1,2,6,9999,1
"707",721,1,10,4,19,16,2,1,33,6,1,5,6,9999,4
"708",722,1,10,4,19,16,2,1,35,7,1,5,6,9999,4
"709",110,16,2,1,19,6,2,1,20,5,1,4,7,9999,1
"710",111,16,2,1,19,6,2,1,14,3,2,4,7,9999,1
"711",112,16,2,1,19,6,2,1,8,2,2,4,7,9999,1
"712",885,31,12,4,19,11,2,1,37,7,1,1,7,9999,1
"713",886,31,12,4,19,11,2,1,23,5,1,1,7,9999,1
"714",134,25,2,3,19,6,2,1,24,5,1,4,99,9999,1
"715",135,25,2,3,19,6,2,1,25,6,1,4,99,9999,1
"716",136,25,2,3,19,6,2,1,27,6,1,4,99,9999,1
"717",165,4,3,3,19,5,2,1,35,7,1,6,99,9999,3
"718",233,30,3,1,19,17,2,1,17,4,2,4,99,9999,2
"719",247,6,4,1,19,17,2,1,12,3,2,4,99,9999,1
"720",296,20,4,1,19,4,2,1,25,6,1,4,99,9999,1
"721",297,20,4,1,19,4,2,1,2,1,2,4,99,9999,1
"722",298,20,4,1,19,4,2,2,8,2,2,4,99,9999,1
"723",388,2,6,2,19,18,2,1,999,11,1,3,99,9999,1
"724",730,8,10,4,19,22,2,1,33,6,1,4,99,9999,1
"725",744,17,10,6,19,5,2,1,48,8,1,4,99,9999,2
"726",746,18,10,7,19,18,2,1,27,6,1,3,99,9999,4
"727",753,21,10,3,19,10,2,1,32,6,1,3,99,9999,1
"728",460,1,7,3,20,5,2,1,49,8,1,3,6,1997,4
"729",714,28,9,1,20,9,1,1,28,6,1,4,5,1999,2
"730",522,1,8,6,20,18,2,1,47,8,1,4,3,2007,2
"731",575,1,8,6,20,18,2,1,47,8,1,4,3,2007,2
"732",599,1,8,6,20,18,2,1,47,8,1,4,3,2007,2
"733",662,28,8,5,20,5,2,1,22,5,1,4,5,2007,1
"734",138,26,2,4,20,18,2,1,19,4,1,4,1,9999,1
"735",225,27,3,5,20,4,2,1,38,7,1,1,1,9999,1
"736",386,2,6,2,20,20,2,1,19,4,1,4,1,9999,1
"737",424,17,6,3,20,11,2,1,42,7,1,4,1,9999,1
"738",482,11,7,6,20,5,2,1,22,5,1,4,1,9999,4
"739",558,15,8,6,20,11,2,1,24,5,1,4,1,9999,1
"740",561,15,8,6,20,20,2,1,16,4,2,4,1,9999,1
"741",635,15,8,6,20,11,2,1,24,5,1,4,1,9999,1
"742",638,15,8,6,20,20,2,1,16,4,2,4,1,9999,1
"743",657,26,8,3,20,1,1,2,28,6,1,4,1,9999,2
"744",726,5,10,1,20,17,2,1,15,4,2,4,1,9999,1
"745",792,22,11,7,20,20,2,1,21,5,1,4,1,9999,1
"746",793,22,11,7,20,20,2,1,14,3,2,4,1,9999,1
"747",794,22,11,7,20,20,2,1,19,4,1,4,1,9999,1
"748",248,7,4,2,20,22,2,1,37,7,1,5,2,9999,3
"749",782,8,11,7,20,12,2,1,28,6,1,4,2,9999,1
"750",198,15,3,7,20,5,2,1,18,4,1,4,3,9999,1
"751",733,9,10,5,20,1,2,1,19,4,1,4,3,9999,1
"752",783,9,11,1,20,13,2,1,40,7,1,3,3,9999,2
"753",798,25,11,3,20,1,2,1,25,6,1,4,3,9999,1
"754",263,11,4,6,20,19,2,1,43,7,1,1,4,9999,1
"755",562,16,8,7,20,18,2,1,14,3,2,3,4,9999,3
"756",639,16,8,7,20,18,2,1,14,3,2,3,4,9999,3
"757",64,30,1,5,20,2,2,2,37,7,1,3,5,9999,3
"758",204,16,3,1,20,1,1,1,26,6,1,4,5,9999,1
"759",376,28,5,4,20,1,1,1,55,9,1,4,5,9999,1
"760",402,7,6,7,20,5,2,1,26,6,1,4,5,9999,1
"761",541,5,8,3,20,5,2,1,21,5,1,4,5,9999,1
"762",594,5,8,3,20,5,2,1,21,5,1,4,5,9999,1
"763",618,5,8,3,20,5,2,1,21,5,1,4,5,9999,1
"764",22,12,1,1,20,4,2,1,25,6,1,1,6,9999,1
"765",125,22,2,7,20,12,2,1,55,9,1,3,6,9999,4
"766",52,25,1,7,20,20,2,2,31,6,1,4,11,9999,1
"767",652,22,8,6,20,2,2,2,28,6,1,1,11,9999,1
"768",695,18,9,5,20,5,2,1,43,7,1,1,11,9999,2
"769",36,16,1,5,20,19,2,1,31,6,1,4,99,9999,1
"770",85,7,2,6,20,19,1,1,27,6,1,4,99,9999,1
"771",155,2,3,1,20,6,1,1,40,7,1,4,99,9999,2
"772",346,9,5,6,20,12,2,1,21,5,1,3,99,9999,3
"773",495,19,7,7,20,17,2,1,32,6,1,4,99,9999,1
"774",529,2,8,7,20,19,2,1,36,7,1,3,99,9999,1
"775",530,2,8,7,20,19,2,2,25,6,1,1,99,9999,1
"776",582,2,8,7,20,19,2,1,36,7,1,3,99,9999,1
"777",583,2,8,7,20,19,2,2,25,6,1,1,99,9999,1
"778",606,2,8,7,20,19,2,1,36,7,1,3,99,9999,1
"779",607,2,8,7,20,19,2,2,25,6,1,1,99,9999,1
"780",785,12,11,4,21,19,2,1,50,8,1,7,6,1988,1
"781",87,8,2,7,21,22,2,1,40,7,1,3,2,1992,3
"782",192,13,3,5,21,5,2,1,38,7,1,1,99,1998,1
"783",655,24,8,1,21,6,2,2,60,9,1,2,2,2000,1
"784",188,11,3,3,21,15,2,1,24,5,1,4,1,2003,2
"785",817,6,12,7,21,19,2,2,46,8,1,4,3,2006,2
"786",102,14,2,6,21,19,2,1,29,6,1,4,1,9999,1
"787",106,15,2,7,21,16,1,2,4,1,2,4,1,9999,1
"788",400,7,6,7,21,15,2,1,20,5,1,4,1,9999,2
"789",515,30,7,4,21,11,1,1,25,6,1,4,1,9999,1
"790",802,29,11,7,21,1,2,1,27,6,1,4,1,9999,2
"791",60,30,1,5,21,10,2,1,30,6,1,4,2,9999,2
"792",123,22,2,7,21,9,1,1,33,6,1,1,2,9999,1
"793",268,11,4,6,21,5,2,1,35,7,1,3,2,9999,1
"794",403,8,6,1,21,1,1,1,25,6,1,1,2,9999,1
"795",732,9,10,5,21,22,2,2,41,7,1,2,2,9999,4
"796",738,12,10,1,21,7,1,1,26,6,1,5,2,9999,2
"797",760,25,10,7,21,1,2,1,25,6,1,1,2,9999,2
"798",767,29,10,4,21,7,2,2,62,9,1,9,3,9999,3
"799",688,12,9,6,21,8,2,2,32,6,1,2,4,9999,4
"800",846,20,12,7,21,12,2,1,18,4,1,1,4,9999,2
"801",860,23,12,3,21,22,2,1,35,7,1,1,4,9999,1
"802",40,17,1,6,21,5,2,1,24,5,1,4,5,9999,1
"803",41,17,1,6,21,5,2,1,25,6,1,4,5,9999,1
"804",45,21,1,3,21,5,2,1,31,6,1,1,5,9999,1
"805",401,7,6,7,21,18,2,1,22,5,1,2,5,9999,1
"806",491,18,7,6,21,5,2,1,25,6,1,6,5,9999,1
"807",492,18,7,6,21,5,2,1,30,6,1,6,5,9999,1
"808",727,6,10,2,21,5,2,1,18,4,1,4,5,9999,1
"809",309,25,4,6,21,1,2,1,24,5,1,4,7,9999,1
"810",20,10,1,6,21,1,1,1,29,6,1,2,99,9999,1
"811",66,31,1,6,21,11,2,2,28,6,1,4,99,9999,1
"812",303,21,4,2,21,6,2,1,29,6,1,4,99,9999,1
"813",315,26,4,7,21,12,2,1,19,4,1,4,99,9999,1
"814",316,26,4,7,21,12,2,1,18,4,1,4,99,9999,1
"815",353,16,5,6,21,1,1,1,17,4,2,4,99,9999,1
"816",416,14,6,7,21,2,2,2,6,2,2,3,99,9999,1
"817",511,29,7,3,21,1,1,1,30,6,1,4,99,9999,1
"818",546,8,8,6,21,20,2,1,31,6,1,3,99,9999,2
"819",564,16,8,7,21,4,1,1,23,5,1,4,99,9999,2
"820",623,8,8,6,21,20,2,1,31,6,1,3,99,9999,2
"821",641,16,8,7,21,4,1,1,23,5,1,4,99,9999,2
"822",666,29,8,6,21,13,2,1,20,5,1,4,99,9999,4
"823",685,11,9,5,21,2,2,1,42,7,1,1,99,9999,1
"824",758,24,10,6,21,5,2,1,18,4,1,4,99,9999,1
"825",759,24,10,6,21,5,2,1,23,5,1,4,99,9999,1
"826",775,5,11,4,21,5,2,1,43,7,1,4,99,9999,1
"827",795,23,11,1,22,22,2,1,54,8,1,6,11,1993,4
"828",796,23,11,1,22,22,2,1,50,8,1,6,11,1993,4
"829",473,10,7,5,22,9,2,1,14,3,2,3,5,1994,2
"830",377,28,5,4,22,10,2,1,28,6,1,1,9,2000,1
"831",743,16,10,5,22,18,2,1,34,6,1,4,1,2007,1
"832",661,27,8,4,22,18,2,1,31,6,1,11,2,2007,1
"833",520,1,8,6,22,4,2,2,25,6,1,4,4,2007,1
"834",573,1,8,6,22,4,2,2,25,6,1,4,4,2007,1
"835",597,1,8,6,22,4,2,2,25,6,1,4,4,2007,1
"836",712,26,9,6,22,6,2,1,62,9,1,8,1,9999,4
"837",742,15,10,4,22,18,2,1,34,6,1,4,1,9999,1
"838",789,20,11,5,22,6,2,1,25,6,1,3,1,9999,3
"839",387,2,6,2,22,5,2,1,57,9,1,6,2,9999,1
"840",708,25,9,5,22,1,1,1,30,6,1,4,3,9999,1
"841",720,1,10,4,22,22,2,2,23,5,1,2,3,9999,1
"842",437,20,6,6,22,4,2,1,24,5,1,1,4,9999,1
"843",218,23,3,1,22,9,1,1,20,5,1,4,5,9999,2
"844",341,7,5,4,22,5,2,1,32,6,1,1,5,9999,2
"845",486,15,7,3,22,1,1,1,33,6,1,4,5,9999,1
"846",850,21,12,1,22,10,2,1,35,7,1,4,6,9999,4
"847",367,24,5,6,22,1,1,1,999,11,2,3,7,9999,3
"848",37,16,1,5,22,18,2,1,39,7,1,3,99,9999,1
"849",49,24,1,6,22,5,2,1,23,5,1,99,99,9999,3
"850",92,12,2,4,22,5,2,1,42,7,1,9,99,9999,1
"851",93,12,2,4,22,5,2,1,45,8,1,9,99,9999,1
"852",94,12,2,4,22,5,2,1,28,6,1,9,99,9999,1
"853",95,12,2,4,22,5,2,1,50,8,1,9,99,9999,1
"854",397,6,6,6,22,5,2,2,36,7,1,4,99,9999,4
"855",489,17,7,5,22,2,2,1,22,5,1,4,99,9999,4
"856",702,23,9,3,22,19,1,1,23,5,1,4,99,9999,1
"857",3,1,1,4,23,1,2,1,40,7,1,1,9,1986,1
"858",4,1,1,4,23,1,2,2,35,7,1,1,9,1986,1
"859",380,29,5,5,23,13,2,1,37,7,1,3,3,1996,3
"860",18,8,1,4,23,6,2,1,29,6,1,4,3,2007,1
"861",284,18,4,6,23,1,1,1,999,11,1,9,3,2007,2
"862",271,12,4,7,23,5,2,1,26,6,1,4,1,2008,1
"863",234,30,3,1,23,9,2,1,60,9,1,4,1,9999,2
"864",252,9,4,4,23,9,2,1,45,8,1,4,1,9999,4
"865",256,10,4,5,23,1,1,1,40,7,1,4,1,9999,1
"866",292,19,4,7,23,5,2,1,28,6,1,13,1,9999,3
"867",293,19,4,7,23,5,2,1,54,8,1,13,1,9999,3
"868",347,11,5,1,23,12,2,1,32,6,1,99,1,9999,2
"869",358,17,5,7,23,7,2,1,27,6,1,14,1,9999,2
"870",808,4,12,5,23,1,2,1,19,4,1,4,1,9999,1
"871",813,4,12,5,23,18,2,1,28,6,1,4,1,9999,1
"872",676,3,9,4,23,8,2,1,35,7,1,3,2,9999,2
"873",677,4,9,5,23,8,2,1,29,6,1,1,2,9999,3
"874",654,23,8,7,23,17,2,1,37,7,1,4,3,9999,1
"875",854,21,12,1,23,6,2,1,19,4,1,4,3,9999,1
"876",86,7,2,6,23,1,1,2,27,6,1,1,4,9999,1
"877",765,28,10,3,23,17,2,1,35,7,1,2,4,9999,1
"878",766,28,10,3,23,17,2,1,40,7,1,2,4,9999,1
"879",283,18,4,6,23,1,1,1,23,5,1,4,5,9999,2
"880",833,13,12,7,23,9,2,1,25,6,1,4,5,9999,1
"881",259,10,4,5,23,6,2,1,21,5,1,2,10,9999,3
"882",452,27,6,6,23,17,2,1,49,8,1,4,99,9999,1
"883",538,3,8,1,23,18,2,1,29,6,1,4,99,9999,1
"884",591,3,8,1,23,18,2,1,29,6,1,4,99,9999,1
"885",615,3,8,1,23,18,2,1,29,6,1,4,99,9999,1
"886",747,18,10,7,23,1,1,1,38,7,1,4,99,9999,1
